Make;Model;Co2;Weight;Fuel;EngDispl;Power
FORD;S-MAX;164;1598;Petrol;1596;115
FORD;S-MAX;164;1598;Petrol;1596;118
FORD;S-MAX;194;1676;Diesel;1997;103
FORD;S-MAX;174;1734;Diesel;1997;147
FORD;S-MAX;164;1598;Petrol;1596;149
FORD;S-MAX;188;1661;Petrol;1999;149
FORD;S-MAX;174;1734;Diesel;2179;147
FORD;S-MAX;188;1661;Petrol;1999;170
FORD;S-MAX;188;1661;Petrol;1999;176
FORD;S-MAX;189;1605;Petrol;1999;107
FORD;S-MAX;189;1605;Petrol;1999;176
FORD;S-MAX;189;1676;Diesel;1999;149
FORD;S-MAX;189;1676;Petrol;1997;149
FORD;S-MAX;189;1676;Petrol;1999;149
FORD;S-MAX;189;1676;Petrol;1999;176
FORD;S-MAX;189;1841;Diesel;2179;147
FORD;S-MAX;194;1676;Diesel;1997;120
FORD;S-MAX;194;1676;Petrol;1999;149
FORD;S-MAX;149;1690;Diesel;1997;120
FORD;S-MAX;189;1733;Diesel;2179;147
FORD;S-Max;139;1690;Diesel;1997;103
FORD;S-MAX;164;1598;Petrol;1596;110
FORD;S-MAX;159;1602;Petrol;1596;118
Ford;S-MAX;139;1690;Diesel;1997;100
FORD;S-Max;139;1690;Diesel;1997;120
FORD;S-MAX;139;1690;Petrol;1997;103
FORD;S-MAX;139;1690;Petrol;1997;118
FORD;S-MAX;139;1690;Petrol;1997;120
FORD;S-MAX;139;1703;Diesel;1560;85
FORD;S-MAX;143;1690;Diesel;1997;100
FORD;S-MAX;143;1690;Diesel;1997;103
FORD;S-MAX;143;1690;Diesel;1997;120
FORD;S-MAX;144;1703;Diesel;1560;85
FORD;S-MAX;152;1690;Diesel;1997;103
FORD;S-MAX;159;1689;Diesel;1997;120
FORD;S-MAX;136;1270;Petrol;1596;77
FORD;S-MAX;159;1689;Diesel;1997;103
Ford;S-MAX;149;1689;Diesel;1997;100
FORD;S-MAX;159;1689;Diesel;1997;100
FORD;S-MAX;149;1689;Petrol;1997;120
FORD;S-MAX;149;1689;Petrol;1997;118
FORD;S-MAX;149;1689;Petrol;1997;103
FORD;S-MAX;149;1689;Diesel;1997;147
FORD;S-MAX;149;1689;Diesel;1997;120
FORD;S-Max;149;1689;Diesel;1997;103
FORD;S-MAX;164;1598;Diesel;1596;120
FORD;S-MAX / 1.6 / ECOBOOST 118 M6;164;1598;Petrol;1596;118
FORD;S-MAX / 1.6 / TDCI M6;144;1703;Diesel;1560;85
FORD;S-MAX / 2.0 / ECOBOOST 149 M6;188;1661;Petrol;1976;149
FORD;S-MAX / 2.0 / ECOBOOST 176 M6;188;1661;Petrol;1999;176
FORD;S-MAX / 2.0 / TDCI 103 A6;159;1689;Diesel;1997;103
FORD;S-MAX / 2.0 / TDCI 103 A6;149;1689;Diesel;1997;103
FORD;S-MAX / 2.0 / TDCI 103 M6;139;1690;Diesel;1997;103
FORD;S-MAX / 2.0 / TDCI 103 M6;143;1690;Diesel;1997;103
FORD;S-MAX / 2.0 / TDCI 103 M6;149;1690;Diesel;1997;103
FORD;S-MAX / 2.0 / TDCI 120 A6;149;1689;Diesel;1997;120
FORD;S-MAX / 2.0 / TDCI 120 A6;159;1689;Diesel;1997;120
FORD;S-MAX / 2.0 / TDCI 120 M6;139;1690;Diesel;1997;120
FORD;S-MAX / 2.2 / TDCI 147;174;1734;Diesel;2179;147
FORD;S-MAX BUSINESS+ 1,6D;139;1703;Diesel;1560;85
FORD;S-MAX BUSINESS+ 2,0D;159;1689;Diesel;1997;103
FORD;S-MAX TITANIUM 1,6D;139;1703;Diesel;1560;85
FORD;S-MAX TITANIUM 1,6I;159;1602;Petrol;1596;118
FORD;S-MAX TITANIUM 2,0D;149;1689;Diesel;1997;120
FORD;S-MAX TITANIUM 2,0D;139;1690;Diesel;1997;103
FORD;S-MAX TITANIUM 2,0D;159;1689;Diesel;1997;120
FORD;S-MAX TITANIUM 2,0D;159;1689;Diesel;1997;103
FORD;S-MAX TITANIUM 2,0D;143;1690;Diesel;1997;120
FORD;S-MAX TITANIUM 2,0D;143;1690;Diesel;1997;103
FORD;S-MAX TITANIUM 2,0D;139;1690;Diesel;1997;120
FORD;S-MAX TITANIUM 2,0D;149;1689;Diesel;1997;103
FORD;S-MAX TITANIUM 2,0I;188;1661;Petrol;1999;176
FORD;S-MAX TITANIUM 2,0I;194;1676;Petrol;1999;176
FORD;S-MAX TITANIUM 2,2D;189;1733;Diesel;2179;147
FORD;S-MAX TITANIUM S 2,0D;159;1689;Diesel;1997;120
FORD;S-MAX TITANIUM S 2,2D;174;1734;Diesel;2179;147
FORD;S-MAX TITANIUM S 2,2D;189;1733;Diesel;2179;147
FORD;S-MAX TREND 1,6I;159;1602;Petrol;1596;118
FORD;S-MAX TREND 2,0D;149;1689;Diesel;1997;103
FORD;S-MAX TREND 2,0D;139;1690;Diesel;1997;103
FORD;S-MAX VAN;139;1730;Diesel;1997;120
FORD;TOURNEO;172;2157;Diesel;2198;114
FORD;TOURNEO;130;1641;Diesel;1560;85
FORD;TOURNEO;130;1641;Diesel;1560;110
FORD;TOURNEO;168;2057;Diesel;2198;92
Ford;Tourneo;194;2254;Diesel;2198;92
FORD;TOURNEO;184;1638;Petrol;1596;110
FORD;TOURNEO;168;2057;Diesel;2198;114
FORD;TOURNEO;130;1632;Diesel;1560;70
FORD;TOURNEO;130;1543;Diesel;1560;70
FORD;TOURNEO;172;2136;Diesel;2198;92
FORD;TOURNEO;172;2136;Diesel;2198;114
FORD;TOURNEO;172;2157;Diesel;2198;92
FORD;TOURNEO;130;1637;Diesel;1560;85
FORD;TOURNEO;172;2160;Diesel;2198;92
FORD;TOURNEO;172;2160;Diesel;2198;114
FORD;TOURNEO;172;2165;Diesel;2198;114
FORD;TOURNEO;184;1553;Petrol;1596;110
FORD;TOURNEO;184;1586;Petrol;1596;110
FORD;TOURNEO;184;1605;Petrol;1596;110
FORD;TOURNEO;184;1638;Diesel;1596;110
FORD;TOURNEO;184;1642;Diesel;1596;110
FORD;TOURNEO;184;1642;Petrol;1596;110
FORD;TOURNEO;189;2043;DIESEL;2198;74
FORD;TOURNEO;189;2067;DIESEL;2198;103
FORD;TOURNEO;194;2138;DIESEL;2198;92
FORD;TOURNEO;130;1628;Diesel;1560;70
FORD;TOURNEO;184;1608;Petrol;1596;110
FORD;TOURNEO;108;1278;Diesel;1499;55
FORD;TOURNEO;130;1552;Diesel;1560;85
FORD;TOURNEO;130;1608;Diesel;1560;85
FORD;TOURNEO;100;1280;Diesel;1560;70
FORD;TOURNEO;105;1280;Petrol;1560;70
FORD;TOURNEO;108;1278;Petrol;1499;55
FORD;TOURNEO;115;1546;Diesel;1560;70
FORD;TOURNEO;119;1280;Petrol;998;74
FORD;TOURNEO;120;1575;Diesel;1560;70
FORD;TOURNEO;121;1599;Diesel;1560;70
FORD;TOURNEO;121;1632;Diesel;1560;70
FORD;TOURNEO;124;1280;Diesel;1560;70
FORD;TOURNEO;124;1280;Petrol;998;74
FORD;TOURNEO;130;1584;Diesel;1560;85
FORD;TOURNEO;124;1284;Petrol;998;74
FORD;TOURNEO;130;1604;Diesel;1560;85
FORD;TOURNEO;105;1280;Diesel;1560;70
FORD;TOURNEO;130;1599;Diesel;1560;70
FORD;TOURNEO;130;1595;Diesel;1560;70
FORD;TOURNEO;130;1575;Diesel;1560;70
FORD;TOURNEO;130;1543;Diesel;1560;85
FORD;TOURNEO;130;1533;Diesel;1560;70
FORD;TOURNEO;130;1533;Diesel;1560;55
FORD;TOURNEO;129;1537;Petrol;998;74
FORD;TOURNEO;129;1506;Petrol;998;74
FORD;TOURNEO;129;1495;Petrol;998;74
FORD;TOURNEO;130;1587;Diesel;1560;70
FORD;TOURNEO CONN TREND1,6/110;184;1605;Petrol;1596;110
FORD;TOURNEO CONNECT;130;1637;Diesel;1560;85
FORD;TOURNEO CONNECT;130;1632;DIESEL;1560;70
FORD;TOURNEO CONNECT;130;1628;Diesel;1560;70
FORD;TOURNEO CONNECT;130;1624;Diesel;1560;70
FORD;TOURNEO CONNECT;130;1608;Diesel;1560;85
FORD;Tourneo Connect;130;1599;Diesel;1560;70
FORD;TOURNEO CONNECT;184;1608;Petrol;1596;110
FORD;TOURNEO CONNECT;130;1596;Diesel;1560;85
FORD;TOURNEO CONNECT;130;1604;Diesel;1560;85
FORD;TOURNEO CONNECT;130;1641;Diesel;1560;85
FORD;TOURNEO CONNECT;130;1647;Diesel;1560;85
FORD;TOURNEO CONNECT;130;1820;Diesel;1560;85
FORD;TOURNEO CONNECT;184;1553;Petrol;1596;110
FORD;TOURNEO CONNECT;184;1605;Petrol;1596;110
FORD;TOURNEO CONNECT;184;1638;PETROL;1596;110
FORD;TOURNEO CONNECT;184;1642;PETROL;1596;110
FORD;Tourneo Connect;130;1595;Diesel;1560;70
FORD;TOURNEO CONNECT;129;1495;Petrol;998;74
FORD;TOURNEO CONNECT;184;1586;PETROL;1596;110
FORD;TOURNEO CONNECT;121;1628;DIESEL;1560;70
FORD;TOURNEO CONNECT;120;1533;Diesel;1560;55
FORD;TOURNEO CONNECT;120;1543;Diesel;1560;70
FORD;TOURNEO CONNECT;120;1575;DIESEL;1560;70
FORD;TOURNEO CONNECT;129;1537;PETROL;998;74
FORD;TOURNEO CONNECT;121;1599;Diesel;1560;70
FORD;TOURNEO CONNECT;130;1587;Diesel;1560;70
FORD;TOURNEO CONNECT;121;1632;DIESEL;1560;70
FORD;TOURNEO CONNECT;129;1506;Petrol;998;74
FORD;TOURNEO CONNECT;130;1584;Diesel;1560;85
FORD;TOURNEO CONNECT;121;1595;DIESEL;1560;70
FORD;TOURNEO CONNECT;130;1587;Diesel;1560;55
FORD;TOURNEO CONNECT;130;1533;Diesel;1560;55
FORD;TOURNEO CONNECT;130;1583;Diesel;1560;70
FORD;TOURNEO CONNECT;130;1583;Diesel;1560;55
FORD;TOURNEO CONNECT;130;1575;DIESEL;1560;70
FORD;TOURNEO CONNECT;130;1552;Diesel;1560;85
FORD;TOURNEO CONNECT;130;1543;Diesel;1560;70
FORD;Tourneo Connect;130;1533;Diesel;1560;70
FORD;TOURNEO CONNECT 1,0I/74KW;129;1495;Petrol;998;74
FORD;TOURNEO CONNECT 1,0I/74KW;129;1506;Petrol;998;74
FORD;TOURNEO CONNECT 1,0I/74KW;129;1537;Petrol;998;74
FORD;TOURNEO CONNECT 1,6/110KW;184;1553;Petrol;1596;110
FORD;TOURNEO CONNECT 1,6D/55KW;120;1533;Diesel;1560;55
FORD;TOURNEO CONNECT 1,6D/55KW;130;1533;Diesel;1560;55
FORD;TOURNEO CONNECT 1,6D/70KW;130;1543;Diesel;1560;70
FORD;TOURNEO CONNECT 1,6D/70KW;130;1533;Diesel;1560;70
FORD;TOURNEO CONNECT 1,6D/70KW;120;1543;Diesel;1560;70
FORD;TOURNEO CONNECT 1,6D/85KW;130;1552;Diesel;1560;85
FORD;TOURNEO CONNECT 1,6D/85KW;130;1584;Diesel;1560;85
FORD;TOURNEO CONNECT 1,6L TDCI;130;1575;Diesel;1560;70
FORD;TOURNEO CONNECT 1,6L/70KW;120;1575;Diesel;1560;70
FORD;TOURNEO CONNECT 205 L1 /1.6 TDCI 85/ M6 120V;130;1584;Diesel;1560;85
FORD;TOURNEO CONNECT 230L;159;1646;Diesel;1753;81
FORD;TOURNEO CONNECT 230L;163;1598;Diesel;1753;81
FORD;TOURNEO CONNECT 230L;168;1642;Diesel;1753;66
FORD;TOURNEO COURIER;108;1302;Diesel;1499;55
FORD;TOURNEO COURIER;124;1284;Petrol;998;74
FORD;TOURNEO COURIER;124;1280;Petrol;998;74
FORD;TOURNEO COURIER;119;1284;Petrol;998;74
FORD;TOURNEO COURIER;103;1278;Diesel;1499;55
FORD;TOURNEO COURIER;119;1280;Petrol;998;74
FORD;TOURNEO COURIER;108;1278;Diesel;1499;55
FORD;TOURNEO COURIER;105;1325;Diesel;1560;70
FORD;TOURNEO COURIER;105;1280;Diesel;1560;70
Ford;Tourneo Courier;100;1280;Diesel;1560;70
FORD;TOURNEO COURIER;105;1304;Diesel;1560;70
FORD;TOURNEO COURIER / 1.0 /;124;1280;Petrol;998;74
FORD;TOURNEO COURIER / 1.6 / TDCI;105;1280;Diesel;1560;70
FORD;TOURNEO COURIER 1,0I/74;119;1280;Petrol;998;74
FORD;TOURNEO COURIER 1,0I/74KW;124;1280;Petrol;998;74
FORD;TOURNEO COURIER 1,0I/74KW;119;1280;Petrol;998;74
FORD;TOURNEO COURIER 1,5D/55;103;1278;Diesel;1499;55
FORD;TOURNEO COURIER 1,5D/55;108;1278;Diesel;1499;55
FORD;TOURNEO COURIER 1,5D/55KW;103;1278;Diesel;1499;55
FORD;TOURNEO COURIER 1,5D/55KW;108;1278;Diesel;1499;55
FORD;TOURNEO COURIER 1,6D/70;100;1280;Diesel;1560;70
FORD;TOURNEO COURIER 1,6D/70KW;105;1280;Diesel;1560;70
FORD;TOURNEO COURIER 1,6I/70KW;105;1280;Diesel;1560;70
FORD;TOURNEO COURRIER;105;1280;Diesel;1560;70
FORD;TOURNEO CUSTOM;172;2160;Diesel;2198;114
FORD;TOURNEO CUSTOM;172;2157;Diesel;2198;114
FORD;TOURNEO CUSTOM;172;2395;Diesel;2198;114
Ford;Tourneo Custom;172;2160;Diesel;2198;74
FORD;TOURNEO CUSTOM;172;2157;Diesel;2198;92
FORD;TOURNEO CUSTOM;172;2160;Diesel;2198;92
Ford;Tourneo Custom;172;2160;Diesel;2198;95
FORD;TOURNEO CUSTOM;172;2165;Diesel;2198;92
FORD;TOURNEO CUSTOM;172;2165;Diesel;2198;114
FORD;TOURNEO CUSTOM;172;2169;Diesel;2198;92
FORD;TOURNEO CUSTOM;172;2178;Diesel;2198;114
FORD;TOURNEO CUSTOM;172;2295;Diesel;2198;92
FORD;TOURNEO CUSTOM;172;2157;Diesel;2198;74
FORD;TOURNEO CUSTOM;172;2169;Diesel;2198;114
FORD;TOURNEO CUSTOM;168;1976;DIESEL;2198;74
FORD;TOURNEO CUSTOM;168;1975;DIESEL;2198;74
FORD;TOURNEO CUSTOM;172;2142;Diesel;2198;114
FORD;TOURNEO CUSTOM;168;2057;DIESEL;2198;74
FORD;TOURNEO CUSTOM;168;2057;DIESEL;2198;92
FORD;TOURNEO CUSTOM;168;2057;DIESEL;2198;114
FORD;TOURNEO CUSTOM;172;2109;DIESEL;2198;74
FORD;TOURNEO CUSTOM;172;2109;DIESEL;2198;92
FORD;TOURNEO CUSTOM;172;2136;Diesel;2198;92
FORD;TOURNEO CUSTOM;172;2136;Diesel;2198;114
FORD;TOURNEO CUSTOM;172;2141;Diesel;2198;92
FORD;TOURNEO CUSTOM;172;2141;Diesel;2198;114
FORD;TOURNEO CUSTOM;172;2142;Diesel;2198;92
FORD;TOURNEO CUSTOM;172;2142;Diesel;2198;74
FORD;TOURNEO CUSTOM;172;2136;Diesel;2198;74
FORD;TOURNEO CUSTOM / 2.2 TDCI 114 / 300 L1 H1;172;2136;Diesel;2198;114
FORD;TOURNEO CUSTOM / 2.2 TDCI 114 / 300 L1 H1;172;2142;Diesel;2198;114
FORD;TOURNEO CUSTOM / 2.2 TDCI 114 / 300 L2 H1;172;2157;Diesel;2198;114
FORD;TOURNEO CUSTOM / 2.2 TDCI 114 / 300 L2 H1;172;2160;Diesel;2198;114
FORD;TOURNEO CUSTOM / 2.2 TDCI 114 / 300 L2 H1 SB;172;2178;Diesel;2198;114
FORD;TOURNEO CUSTOM / 2.2 TDCI 92 / 300 L1 H1;172;2136;Diesel;2198;92
FORD;TOURNEO CUSTOM / 2.2 TDCI 92 / 300 L2 H1;172;2160;Diesel;2198;92
FORD;TOURNEO CUSTOM / FOCACCIA WAV;172;2311;Diesel;2198;92
FORD;TOURNEO CUSTOM / FOCACCIA WAV;172;2311;Diesel;2198;114
FORD;TOURNEO CUSTOM / FOCACCIA WAV;172;2335;Diesel;2198;92
FORD;TOURNEO CUSTOM / FOCACCIA WAV;172;2335;Diesel;2198;114
FORD;"Tourneo Custom; Transit Custom";168;2057;Diesel;2198;114
FORD;"Tourneo Custom; Transit Custom";172;2160;Diesel;2198;114
FORD;"Tourneo Custom; Transit Custom";168;1975;Diesel;2198;92
FORD;"Tourneo Custom; Transit Custom";168;2057;Diesel;2198;92
Ford;Transit;191;2266;Diesel;2198;92
FORD;TRANSIT;194;2113;Diesel;2198;74
FORD;TRANSIT;194;2106;Diesel;2198;74
FORD;TRANSIT;194;2098;Diesel;2198;103
FORD;TRANSIT;194;2098;Diesel;2198;74
FORD;TRANSIT;194;2096;Diesel;2198;92
FORD;TRANSIT;194;2094;Diesel;2198;74
FORD;TRANSIT;194;2093;Diesel;2198;92
FORD;TRANSIT;194;2093;Diesel;2198;74
FORD;TRANSIT;194;2070;Diesel;2198;103
FORD;TRANSIT;194;2070;Diesel;2198;92
FORD;TRANSIT;194;2050;Diesel;2198;103
FORD;TRANSIT;194;2120;Diesel;2198;92
FORD;TRANSIT;194;2043;Diesel;2198;103
FORD;TRANSIT;191;2293;Diesel;2198;92
FORD;TRANSIT;194;2043;Diesel;2198;92
FORD;TRANSIT;194;2042;Diesel;2198;92
FORD;TRANSIT;194;1932;Diesel;2198;92
FORD;TRANSIT;192;2280;Diesel;2198;92
FORD;TRANSIT;191;2429;Diesel;2198;92
FORD;TRANSIT;191;2339;Diesel;2198;92
FORD;TRANSIT;199;2138;Diesel;2198;103
FORD;TRANSIT;194;2070;Diesel;2198;74
FORD;TRANSIT;197;2170;Diesel;2198;103
FORD;TRANSIT;198;2266;Diesel;2198;74
Ford;Transit;191;2208;Diesel;2198;92
Ford;Transit;239;2282;Diesel;2198;92
FORD;TRANSIT;229;2276;Diesel;2198;74
FORD;TRANSIT;207;2204;Diesel;2198;92
FORD;TRANSIT;204;2429;Diesel;2198;92
FORD;TRANSIT;204;2331;Diesel;2198;92
FORD;Transit;204;2266;Diesel;2198;92
FORD;TRANSIT;197;2715;Diesel;2198;92
FORD;TRANSIT;197;2487;Diesel;2198;92
FORD;Transit;197;2204;Diesel;2198;92
FORD;TRANSIT;194;2137;Diesel;2198;92
FORD;TRANSIT;197;2120;Diesel;2198;92
FORD;TRANSIT;197;2070;Diesel;2198;120
FORD;TRANSIT;197;2070;Diesel;2198;103
FORD;TRANSIT;197;2070;Diesel;2198;92
Ford;Transit;194;2254;Diesel;2198;92
FORD;TRANSIT;194;2177;Diesel;2198;92
FORD;TRANSIT;194;2170;Diesel;2198;74
FORD;TRANSIT;194;2158;Diesel;2198;103
FORD;TRANSIT;194;2158;Diesel;2198;74
Ford;Transit;197;2223;Diesel;2198;92
FORD;TRANSIT;168;1975;Diesel;2198;114
FORD;TRANSIT;172;2160;Diesel;2198;92
FORD;TRANSIT;172;2157;Diesel;2198;114
FORD;TRANSIT;172;2157;Diesel;2198;92
FORD;TRANSIT;172;2136;Diesel;2198;114
FORD;TRANSIT;172;2109;Diesel;2198;114
FORD;TRANSIT;172;2109;Diesel;2198;74
FORD;TRANSIT;191;2023;Diesel;2198;92
FORD;TRANSIT;168;2057;Diesel;2198;114
FORD;TRANSIT;168;2057;Diesel;2198;92
FORD;TRANSIT;172;2160;Diesel;2198;114
FORD;TRANSIT;168;2024;Diesel;2198;92
FORD;TRANSIT;172;2109;Diesel;2198;92
FORD;TRANSIT;168;1975;Diesel;2198;92
FORD;TRANSIT;107;1315;Petrol;998;74
FORD;TRANSIT;168;1975;Diesel;2198;74
FORD;TRANSIT;203;2515;Diesel;2198;103
FORD;TRANSIT;137;1545;Petrol;1596;110
FORD;TRANSIT;124;1571;Diesel;1560;70
FORD;TRANSIT;124;1539;Diesel;1560;55
FORD;TRANSIT;124;1280;Petrol;998;74
FORD;TRANSIT;124;1240;Petrol;998;74
FORD;TRANSIT;108;1257;Diesel;1499;55
FORD;TRANSIT;168;2057;Diesel;2198;74
FORD;TRANSIT;189;2070;Diesel;2198;74
FORD;TRANSIT;189;2183;Diesel;2198;92
FORD;TRANSIT;189;2183;Diesel;2198;74
FORD;TRANSIT;189;2165;Diesel;2198;74
FORD;TRANSIT;168;2057;Petrol;2198;92
FORD;TRANSIT;189;2071;Diesel;2198;74
FORD;TRANSIT;178;2096;Diesel;2198;74
FORD;TRANSIT;184;1892;Diesel;2198;92
FORD;TRANSIT;182;2234;Diesel;2198;92
FORD;TRANSIT;182;2193;Diesel;2198;92
FORD;TRANSIT;181;2083;Diesel;2198;114
FORD;TRANSIT;181;2083;Diesel;2198;92
FORD;TRANSIT;180;2161;Diesel;2198;92
FORD;TRANSIT;180;2161;Diesel;2198;74
FORD;TRANSIT;180;2106;Diesel;2198;92
FORD;TRANSIT;180;2106;Diesel;2198;74
FORD;TRANSIT;178;2179;Diesel;2198;92
FORD;TRANSIT;189;2071;Diesel;2198;92
FORD;TRANSIT;178;2179;Diesel;2198;74
FORD;TRANSIT;178;2161;Diesel;2198;92
FORD;TRANSIT;178;2147;Diesel;2198;92
FORD;Transit;178;2147;Diesel;2198;74
FORD;TRANSIT;178;2096;Diesel;2198;92
FORD;TRANSIT;180;2171;Diesel;2198;92
FORD;TRANSIT - EUROLINE/NUGGET;194;2102;Diesel;2198;92
FORD;TRANSIT - EUROLINE/NUGGET;194;2102;Diesel;2198;103
FORD;TRANSIT / TOURNEO;204;2229;Diesel;2198;103
FORD;TRANSIT 260S;201;1693;Diesel;1998;63
FORD;TRANSIT 280M;184;2042;Diesel;2198;74
FORD;TRANSIT 280S;184;2015;Diesel;2198;92
FORD;TRANSIT 300L;189;2005;Diesel;2198;92
FORD;TRANSIT 300L;189;2070;Diesel;2198;92
FORD;TRANSIT 300M;184;2048;Diesel;2198;92
FORD;TRANSIT 300M;189;2043;Diesel;2198;92
FORD;TRANSIT 300M;189;2048;Diesel;2198;92
FORD;TRANSIT 300M;201;1798;Diesel;2198;81
FORD;TRANSIT 300M;208;1824;Diesel;2198;63
FORD;TRANSIT 300S;184;2015;Diesel;2198;92
FORD;TRANSIT 300S;189;2015;Diesel;2198;92
FORD;TRANSIT 300S;208;2036;Diesel;2198;63
FORD;TRANSIT 350L;189;2045;Diesel;2198;92
FORD;TRANSIT 350L;189;2045;Diesel;2198;103
FORD;TRANSIT 350L;194;2045;Diesel;2198;92
FORD;TRANSIT 350L;194;2073;Diesel;2198;92
FORD;TRANSIT 350L;194;2110;Diesel;2198;92
FORD;TRANSIT 350L;194;2110;Diesel;2198;103
FORD;TRANSIT 350L;199;2110;Diesel;2198;92
FORD;TRANSIT 350L;199;2110;Diesel;2198;103
FORD;TRANSIT 350M;189;2088;Diesel;2198;103
FORD;TRANSIT 350M;199;2083;Diesel;2198;92
FORD;TRANSIT 350M;194;2088;Diesel;2198;92
FORD;TRANSIT 350M;189;2111;Diesel;2198;92
FORD;TRANSIT 350M;189;2088;Diesel;2198;92
FORD;TRANSIT 350M;194;2083;Diesel;2198;92
FORD;TRANSIT CONNECT;130;1526;Diesel;1560;70
FORD;TRANSIT CONNECT;130;1568;Diesel;1560;70
FORD;Transit Connect;130;1635;Diesel;1560;70
FORD;TRANSIT CONNECT;130;1575;Diesel;1560;70
FORD;TRANSIT CONNECT;130;1644;Diesel;1560;85
FORD;TRANSIT CONNECT;130;1565;Diesel;1560;70
FORD;TRANSIT CONNECT;130;1557;Diesel;1560;70
FORD;TRANSIT CONNECT;130;1553;Diesel;1560;70
FORD;TRANSIT CONNECT;130;1538;Diesel;1560;70
FORD;TRANSIT CONNECT;120;1526;Diesel;1560;70
FORD;TRANSIT CONNECT;130;1519;Diesel;1560;70
FORD;TRANSIT CONNECT;130;1586;Diesel;1560;70
FORD;TRANSIT CONNECT;120;1519;Diesel;1560;70
FORD;TRANSIT CONNECT;120;1538;Diesel;1560;70
FORD;TRANSIT CONNECT;121;1553;Diesel;1560;70
FORD;TRANSIT CONNECT;121;1565;Diesel;1560;70
FORD;TRANSIT CONNECT;121;1568;Diesel;1560;70
FORD;TRANSIT CONNECT;121;1586;Diesel;1560;70
FORD;TRANSIT CONNECT;130;1510;Diesel;1560;70
FORD;TRANSIT COURIER;108;1280;Diesel;1499;55
FORD;TRANSIT COURIER;105;1280;Diesel;1560;70
FORD;TRANSIT CUSTOM;172;2160;Diesel;2198;114
FORD;TRANSIT CUSTOM;173;2001;Diesel;2198;114
FORD;TRANSIT CUSTOM;173;2001;Diesel;2198;92
FORD;TRANSIT CUSTOM;172;2400;Diesel;2198;74
FORD;TRANSIT CUSTOM;173;2050;Diesel;2198;114
FORD;TRANSIT CUSTOM;172;2160;Diesel;2198;92
FORD;TRANSIT CUSTOM;172;2157;Diesel;2198;92
FORD;TRANSIT CUSTOM;172;2109;Diesel;2198;114
FORD;TRANSIT CUSTOM;181;2079;Diesel;2198;92
FORD;TRANSIT CUSTOM;172;2109;Diesel;2198;74
FORD;TRANSIT CUSTOM;181;2135;Diesel;2198;92
FORD;TRANSIT CUSTOM;172;2105;Diesel;2198;114
FORD;TRANSIT CUSTOM;172;2109;Diesel;2198;92
FORD;TRANSIT CUSTOM;181;2079;Diesel;2198;114
FORD;TRANSIT CUSTOM;181;2083;Diesel;2198;92
FORD;TRANSIT CUSTOM;181;2083;Diesel;2198;114
FORD;TRANSIT CUSTOM;181;2088;Diesel;2198;92
FORD;TRANSIT CUSTOM;181;2131;Diesel;2198;114
FORD;TRANSIT CUSTOM;181;2135;Diesel;2198;114
FORD;Transit Custom;191;2335;Diesel;2198;92
FORD;TRANSIT CUSTOM;181;2465;Diesel;2198;92
FORD;TRANSIT CUSTOM;168;1965;Diesel;2198;114
FORD;TRANSIT CUSTOM;183;2425;Diesel;2198;92
FORD;Transit Custom;186;2060;Diesel;2198;92
FORD;TRANSIT CUSTOM;172;2105;Diesel;2198;92
FORD;TRANSIT CUSTOM;181;2131;Diesel;2198;92
FORD;TRANSIT CUSTOM;168;1976;Diesel;2198;92
FORD;TRANSIT CUSTOM;168;1975;Diesel;2198;92
FORD;TRANSIT CUSTOM;168;1965;Diesel;2198;74
FORD;TRANSIT CUSTOM;168;1965;Diesel;2198;92
FORD;TRANSIT CUSTOM;168;1975;Diesel;2198;74
FORD;TRANSIT CUSTOM;172;2105;Diesel;2198;74
FORD;TRANSIT CUSTOM;168;1976;Diesel;2198;74
FORD;TRANSIT CUSTOM;168;1976;Diesel;2198;114
FORD;TRANSIT CUSTOM;168;2014;Diesel;2198;74
FORD;TRANSIT CUSTOM;168;2014;Diesel;2198;92
FORD;TRANSIT CUSTOM;168;2014;Diesel;2198;114
FORD;TRANSIT CUSTOM;168;2024;Diesel;2198;74
FORD;TRANSIT CUSTOM;168;2024;Diesel;2198;92
FORD;TRANSIT CUSTOM;168;2500;Diesel;2198;92
FORD;TRANSIT CUSTOM;168;2053;Diesel;2198;74
FORD;TRANSIT CUSTOM;168;2053;Diesel;2198;92
FORD;TRANSIT CUSTOM;168;2053;Diesel;2198;114
FORD;TRANSIT CUSTOM;168;2057;Diesel;2198;74
FORD;TRANSIT CUSTOM;168;2057;Diesel;2198;92
FORD;TRANSIT CUSTOM;168;1975;Diesel;2198;114
FORD;TRANSIT CUSTOM;168;2057;Diesel;2198;114
FORD;TRANSIT CUSTOM;168;2059;Diesel;2198;92
FORD;TRANSIT CUSTOM;168;2062;Diesel;2198;74
FORD;TRANSIT CUSTOM;168;2062;Diesel;2198;92
FORD;TRANSIT CUSTOM;168;2062;Diesel;2198;114
FORD;TRANSIT CUSTOM;168;2024;Diesel;2198;114
FORD;TRANSIT CUSTOM KOMBI / 2.2 TDCI 114 / 300 L1 H1;168;1975;Diesel;2198;114
FORD;TRANSIT CUSTOM KOMBI / 2.2 TDCI 114 / 300 L1 H2;168;2024;Diesel;2198;114
FORD;TRANSIT CUSTOM KOMBI / 2.2 TDCI 114 / 310 L1 H1;168;1975;Diesel;2198;114
